customer_id,age,income,tenure_months,current_plan,monthly_spend,data_usage_gb,call_minutes,sms_count,has_streaming,has_international,has_device_insurance,previous_upsell_response,channel_preference,responded
CUST_000069,46,49784,120,Standard,74.85,11.6,154,92,0,0,0,0,App notification,0
CUST_000070,34,41642,10,Standard,59.65,11.43,394,83,0,0,1,0,SMS,1
CUST_000071,46,75085,11,Premium,106.5,13.25,164,72,0,0,1,0,Email,0
CUST_000072,60,66410,120,Basic,32.0,6.9,118,74,1,0,0,0,App notification,1
CUST_000073,41,37113,4,Basic,43.29,4.22,163,78,1,0,0,0,Direct mail,0
CUST_000074,60,34279,42,Standard,71.5,14.35,320,82,0,0,0,1,App notification,0
CUST_000075,18,25000,82,Standard,66.65,5.39,210,59,0,0,0,0,Direct mail,1
CUST_000076,51,52539,21,Standard,65.5,6.29,158,80,1,0,0,0,Email,0
CUST_000077,43,47230,1,Basic,28.87,5.82,327,83,1,0,0,0,SMS,0
CUST_000078,38,81738,14,Standard,73.37,19.81,306,81,1,0,1,1,Email,1
CUST_000079,43,57617,3,Basic,25.76,10.88,115,78,0,0,1,0,Direct mail,0
CUST_000080,18,89357,16,Basic,45.31,12.97,259,78,0,0,0,0,Email,1
CUST_000081,39,35817,46,Basic,27.01,13.41,112,75,1,0,1,0,Direct mail,0
CUST_000082,46,81811,17,Basic,45.51,10.45,494,80,1,0,0,0,SMS,0
CUST_000083,59,38637,16,Standard,69.94,16.56,512,79,0,0,0,0,App notification,0
CUST_000084,35,69558,24,Basic,49.03,5.98,206,59,1,0,0,0,Direct mail,0
CUST_000085,32,25426,26,Premium,118.62,4.47,464,74,0,0,0,1,Email,0
CUST_000086,35,54492,58,Premium,120.48,5.5,155,75,0,0,0,0,App notification,0
CUST_000087,52,25000,11,Standard,53.9,10.93,225,88,0,0,0,1,Direct mail,0
CUST_000088,45,43468,51,Premium,109.42,12.27,172,91,0,0,1,0,SMS,1
CUST_000089,35,59764,25,Premium,130.11,7.7,241,87,0,0,0,0,App notification,0
CUST_000090,48,38776,10,Standard,71.19,7.83,255,84,0,0,0,0,SMS,0
CUST_000091,43,30555,10,Standard,61.69,19.17,244,90,1,0,0,0,SMS,0
CUST_000092,53,71736,13,Premium,109.2,7.41,232,79,1,0,0,0,Email,0
CUST_000093,33,46790,29,Standard,66.16,10.96,264,78,0,0,1,0,App notification,0
CUST_000094,38,39328,7,Basic,33.24,6.15,520,78,1,0,1,0,Email,0
CUST_000095,37,49953,75,Standard,78.69,17.91,73,68,0,0,1,1,Email,0
CUST_000096,24,160572,25,Basic,50.84,17.89,775,65,1,0,1,1,SMS,0
CUST_000097,45,82378,75,Basic,31.65,6.07,198,85,0,0,0,0,SMS,0
CUST_000098,45,82715,1,Basic,44.07,9.46,234,88,1,0,0,0,App notification,0
CUST_000099,42,59634,12,Basic,39.34,4.11,543,87,0,1,1,0,SMS,0
CUST_000100,39,52834,1,Basic,28.98,15.99,352,79,0,0,1,0,Email,0
CUST_000101,25,25000,9,Premium,95.85,31.97,337,79,0,0,0,0,Email,0
CUST_000102,36,36114,59,Basic,32.34,3.05,517,75,0,0,0,0,SMS,0
CUST_000103,37,39487,1,Basic,44.42,4.3,222,85,0,1,0,0,SMS,0
CUST_000104,32,25000,17,Basic,40.42,9.31,425,82,0,0,0,1,Email,0
CUST_000105,40,29119,3,Standard,60.41,8.46,115,88,0,0,0,0,App notification,0
CUST_000106,46,25000,16,Premium,106.08,6.54,314,78,0,0,1,1,Email,0
CUST_000107,64,48182,54,Basic,52.48,4.12,343,80,0,0,0,0,Email,0
CUST_000108,44,70858,29,Basic,48.57,12.1,487,75,0,0,0,0,Email,0
CUST_000109,45,80664,40,Standard,80.02,16.98,374,84,1,0,1,0,SMS,0
CUST_000110,41,59080,12,Standard,67.72,56.57,277,94,0,0,1,0,Direct mail,0
CUST_000111,18,31776,86,Basic,61.03,19.72,202,81,0,0,1,0,App notification,0
CUST_000112,41,25000,37,Basic,48.48,3.98,201,79,0,0,1,0,Email,0
CUST_000113,42,25000,16,Standard,65.11,8.33,202,91,0,0,0,0,Email,0
CUST_000114,71,27693,16,Basic,45.93,12.29,112,81,0,0,1,1,Email,0
CUST_000115,39,32860,75,Premium,97.52,5.88,696,81,0,0,0,0,Direct mail,0
CUST_000116,45,45620,25,Basic,41.94,14.58,446,93,0,0,0,0,App notification,0
CUST_000117,41,31058,36,Basic,49.3,13.33,285,78,1,0,0,0,Direct mail,0
CUST_000118,27,57098,16,Premium,116.12,19.85,399,87,0,0,0,0,SMS,0
CUST_000119,55,44155,7,Premium,105.9,14.72,384,67,0,0,0,0,Email,0
CUST_000120,51,49253,38,Basic,72.34,10.99,135,95,1,1,0,1,Direct mail,1
CUST_000121,51,81888,28,Premium,108.28,8.0,359,107,1,0,0,0,Email,0
CUST_000122,31,28822,20,Standard,53.22,4.14,524,83,1,0,0,0,App notification,1
CUST_000123,58,59184,29,Basic,57.13,10.98,163,84,0,0,0,1,SMS,0
CUST_000124,25,48713,7,Standard,76.07,7.52,97,78,1,1,0,1,Direct mail,0
CUST_000125,49,42189,47,Basic,47.32,7.65,122,84,0,0,0,1,Email,1
CUST_000126,68,73010,88,Basic,40.35,19.12,231,71,1,0,1,0,SMS,1
CUST_000127,30,72806,66,Basic,48.93,22.18,118,76,0,0,0,1,Email,0
CUST_000128,35,32018,11,Standard,86.19,4.39,221,76,0,1,0,0,App notification,0
CUST_000129,43,45162,15,Premium,112.02,8.18,165,79,0,0,0,0,Email,0
CUST_000130,35,55633,49,Standard,55.3,7.68,245,78,0,0,0,0,Email,0
CUST_000131,23,43353,27,Basic,20.0,10.95,180,86,1,0,0,1,App notification,0
CUST_000132,42,63784,23,Standard,73.85,4.06,239,85,0,0,0,0,Email,1
CUST_000133,29,55633,78,Standard,60.14,4.88,351,66,0,0,1,0,Direct mail,0
CUST_000134,47,111820,23,Standard,69.0,11.28,138,70,0,0,0,0,SMS,0
CUST_000135,30,25000,21,Basic,36.91,13.81,290,77,0,0,0,1,SMS,0
CUST_000136,60,46392,1,Standard,61.19,9.64,147,80,0,0,1,0,Email,0
CUST_000137,32,32570,2,Standard,62.35,13.13,244,64,0,1,1,0,Email,0
CUST_000138,38,64334,1,Standard,63.25,11.06,233,92,1,0,0,0,Direct mail,0
CUST_000139,51,25000,73,Basic,52.76,19.05,303,83,0,0,0,0,Direct mail,0
CUST_000140,27,57287,15,Basic,50.74,23.2,273,83,1,0,0,0,Email,0
CUST_000141,44,36918,18,Standard,57.92,5.82,515,74,0,0,0,1,Email,0
CUST_000142,57,35229,56,Premium,99.28,15.13,241,86,0,1,0,0,Email,0
CUST_000143,22,25567,28,Standard,73.79,11.57,168,80,0,0,0,0,App notification,0
CUST_000144,44,39763,28,Premium,120.53,44.25,427,81,1,0,1,0,SMS,0
CUST_000145,45,79859,10,Basic,55.37,7.42,298,64,0,0,0,1,App notification,0
CUST_000146,51,48468,53,Standard,59.97,8.75,416,85,0,0,0,0,App notification,0
CUST_000147,27,65020,5,Standard,79.89,6.19,228,96,1,0,0,1,App notification,0
CUST_000148,26,103682,1,Standard,52.24,7.89,112,77,1,0,0,0,SMS,0
CUST_000149,48,55198,6,Premium,107.97,11.89,940,79,0,0,0,0,Email,0
CUST_000150,45,38121,9,Premium,114.87,10.06,170,88,0,0,0,0,App notification,0
CUST_000151,45,60491,9,Standard,49.21,13.21,122,78,0,0,0,1,Email,1
CUST_000152,46,38371,33,Standard,90.93,12.17,376,70,0,0,0,0,App notification,0
CUST_000153,33,39066,7,Premium,123.27,7.83,139,61,1,0,1,0,Email,0
CUST_000154,44,25000,33,Standard,76.47,7.24,193,71,1,0,0,0,App notification,0
CUST_000155,45,74370,2,Premium,100.35,6.72,264,75,0,0,0,0,Email,0
CUST_000156,33,41204,4,Premium,109.32,6.17,225,89,1,0,0,0,App notification,0
CUST_000157,64,53206,21,Standard,77.9,9.23,197,95,0,0,0,0,Email,0
CUST_000158,47,30755,76,Standard,58.77,9.71,635,71,0,1,1,0,Direct mail,0
CUST_000159,27,59645,58,Standard,68.2,14.54,229,73,0,0,0,0,SMS,0
CUST_000160,49,34791,103,Basic,54.1,12.71,143,82,0,0,1,0,Email,0
CUST_000161,30,45992,31,Standard,55.05,23.82,440,81,0,1,0,0,Email,0
CUST_000162,51,72767,33,Basic,48.32,6.65,159,84,1,0,0,1,Direct mail,1
CUST_000163,55,69971,29,Standard,52.45,9.08,229,90,1,0,0,1,SMS,1
CUST_000164,32,48537,29,Premium,100.56,5.92,142,96,0,0,0,0,App notification,1
CUST_000165,53,25000,4,Basic,39.95,19.07,278,78,0,0,1,0,Email,0
CUST_000166,46,188483,23,Basic,50.14,12.74,251,71,0,1,0,0,Email,0
CUST_000167,51,107541,14,Standard,62.99,20.89,240,87,0,0,1,0,SMS,1
CUST_000168,64,67860,17,Basic,46.26,23.14,268,75,0,0,0,1,SMS,0
CUST_000169,39,34928,22,Standard,63.13,11.27,400,81,0,0,0,0,SMS,0
CUST_000170,32,46577,4,Standard,64.69,10.93,373,92,0,0,0,0,App notification,0
CUST_000171,31,38386,13,Basic,57.51,9.13,131,74,0,1,0,0,Email,0
CUST_000172,32,86572,1,Basic,33.5,9.38,163,88,0,0,0,0,Email,0
CUST_000173,41,55167,116,Premium,117.59,7.65,426,70,1,0,0,0,SMS,0
CUST_000174,46,34445,3,Basic,44.99,8.04,153,91,1,0,1,0,Email,0
CUST_000175,45,39662,8,Standard,64.24,28.08,329,76,1,0,0,1,App notification,0
CUST_000176,51,81188,66,Premium,97.82,6.81,405,76,0,0,0,0,SMS,0
CUST_000177,42,100714,19,Premium,98.54,12.56,91,68,0,0,1,0,Email,0
CUST_000178,59,97513,4,Basic,37.61,16.06,192,84,1,0,0,0,Email,0
CUST_000179,38,68917,14,Standard,68.5,8.81,399,85,0,0,0,0,Email,0
CUST_000180,74,43753,3,Standard,76.04,11.64,224,94,0,0,0,0,Direct mail,0
CUST_000181,49,25000,6,Standard,67.0,3.58,192,69,0,0,0,1,Email,0
CUST_000182,31,56034,1,Standard,67.67,20.92,403,84,1,0,0,0,Direct mail,0
CUST_000183,29,48980,17,Standard,69.16,18.27,475,84,0,0,0,0,Email,1
CUST_000184,47,52208,49,Basic,49.77,8.99,163,73,1,0,0,0,SMS,0
CUST_000185,39,50224,26,Standard,76.45,6.0,706,76,0,0,0,0,Direct mail,0
CUST_000186,50,26988,27,Standard,56.13,13.95,84,80,0,1,1,0,App notification,1
CUST_000187,47,62996,6,Standard,67.18,5.83,99,76,1,0,0,0,Email,0
CUST_000188,41,65153,12,Basic,57.27,6.26,186,83,0,0,0,0,SMS,0
CUST_000189,31,66639,55,Basic,31.84,9.78,200,87,0,0,0,0,Email,0
CUST_000190,23,75053,2,Premium,110.74,24.39,206,82,0,0,0,0,Email,0
CUST_000191,36,64332,58,Basic,43.29,14.14,178,67,0,0,1,1,SMS,1
CUST_000192,52,40761,19,Basic,39.33,6.33,158,84,0,0,1,0,Direct mail,0
CUST_000193,44,47482,54,Standard,85.91,4.18,214,79,0,0,1,1,SMS,1
CUST_000194,27,51072,11,Standard,70.37,9.65,172,76,1,1,0,0,App notification,0
CUST_000195,44,51455,12,Basic,60.11,10.87,368,79,0,0,0,0,Email,0
CUST_000196,46,76818,41,Standard,70.06,10.09,249,88,1,0,0,0,SMS,0
CUST_000197,31,65489,46,Standard,74.6,28.79,214,85,1,0,0,0,Email,0
CUST_000198,43,124842,7,Standard,64.23,11.73,234,82,1,0,1,0,Email,0
CUST_000199,42,132311,108,Premium,104.34,6.79,477,69,1,0,0,1,App notification,1
CUST_000200,28,50809,2,Basic,49.09,7.59,183,71,0,0,0,0,Email,0
CUST_000201,46,25000,2,Standard,74.28,11.16,114,63,0,0,0,0,App notification,0
CUST_000202,48,85525,27,Basic,50.98,13.11,136,83,0,0,0,1,Direct mail,0
CUST_000203,54,38439,38,Standard,73.77,8.07,213,85,0,0,0,0,Email,0
CUST_000204,54,34177,97,Standard,56.64,7.18,327,84,0,0,0,1,Direct mail,0
CUST_000205,25,40974,15,Basic,36.94,3.46,415,82,1,0,1,0,App notification,0
CUST_000206,30,40095,1,Standard,78.5,9.45,658,70,0,0,1,0,App notification,0
CUST_000207,48,64571,27,Basic,25.42,8.41,381,91,1,0,1,0,App notification,0
CUST_000208,48,25000,10,Basic,47.93,9.8,144,78,0,0,1,0,Email,0
CUST_000209,48,30182,17,Standard,68.88,11.63,217,81,0,0,1,0,App notification,0
CUST_000210,80,57206,20,Standard,78.5,19.9,67,87,1,0,1,0,SMS,0
CUST_000211,48,64881,2,Basic,49.17,6.38,203,69,0,0,1,0,Direct mail,0
CUST_000212,55,65427,19,Premium,103.36,5.6,170,91,1,0,0,0,SMS,0
CUST_000213,53,34400,16,Basic,37.91,6.32,61,74,0,0,0,0,App notification,0
CUST_000214,49,31564,37,Basic,39.77,5.68,867,80,1,0,0,0,Direct mail,0
CUST_000215,38,39027,31,Basic,50.8,5.71,195,84,0,0,0,0,Email,0
CUST_000216,51,54608,6,Basic,21.98,22.5,69,97,1,0,0,0,App notification,0
CUST_000217,32,95651,6,Basic,46.57,12.02,208,94,0,1,0,0,Email,0
CUST_000218,39,25000,8,Standard,61.17,30.39,659,57,1,0,0,0,SMS,0
CUST_000219,36,44385,5,Standard,71.91,9.15,768,74,1,0,0,0,App notification,0
CUST_000220,42,26911,32,Standard,73.44,4.33,253,76,1,0,0,1,Email,0
CUST_000221,69,25000,120,Premium,93.38,5.2,259,80,0,0,0,0,SMS,0
CUST_000222,19,75745,31,Standard,67.73,18.17,510,88,1,0,1,0,SMS,0
CUST_000223,50,62635,27,Basic,46.56,5.85,224,63,1,1,1,0,Email,0
CUST_000224,22,60008,15,Basic,45.88,13.32,323,76,0,0,0,1,App notification,0
CUST_000225,36,74195,11,Basic,43.78,8.72,405,79,0,0,0,0,App notification,0
CUST_000226,55,39502,72,Standard,57.79,5.43,128,52,0,1,0,0,Email,0
CUST_000227,42,40348,104,Basic,34.31,21.12,615,77,0,0,0,1,Email,0
CUST_000228,29,131082,20,Standard,56.22,10.14,144,81,1,0,1,0,Direct mail,0
CUST_000229,33,43872,10,Standard,75.54,5.89,167,74,1,0,0,0,Email,0
CUST_000230,50,68241,44,Standard,68.84,9.72,260,73,0,0,1,0,Email,0
CUST_000231,33,49161,4,Standard,69.48,7.14,430,92,0,0,0,0,App notification,0
CUST_000232,44,25000,43,Basic,27.95,35.83,367,71,0,0,0,0,App notification,0
CUST_000233,42,25000,51,Basic,44.66,16.52,238,71,0,1,1,0,Direct mail,0
CUST_000234,34,37777,4,Standard,76.34,6.4,290,66,0,0,0,0,Direct mail,0
CUST_000235,67,78845,112,Basic,26.58,8.45,466,89,0,0,0,0,Email,1
CUST_000236,49,69893,120,Basic,39.65,4.59,246,56,1,0,1,0,App notification,0
CUST_000237,18,73964,82,Standard,54.3,11.09,150,69,0,0,0,0,Email,1
CUST_000238,44,31439,20,Basic,40.8,5.64,170,91,1,0,1,0,App notification,0
CUST_000239,34,101431,8,Standard,60.99,11.92,422,85,1,0,0,1,SMS,0
CUST_000240,52,31754,26,Basic,48.81,3.14,150,77,0,0,1,0,SMS,0
CUST_000241,32,53947,16,Premium,111.69,9.41,96,68,1,1,1,0,SMS,0
CUST_000242,40,48792,6,Standard,82.92,26.22,204,72,0,0,1,0,Email,0
CUST_000243,48,45331,16,Basic,44.46,9.49,234,91,1,0,0,0,App notification,0
CUST_000244,52,89533,32,Standard,73.38,7.88,410,75,1,0,0,0,Email,0
CUST_000245,27,35692,2,Standard,64.42,8.71,102,79,0,0,1,0,Email,0
CUST_000246,37,26706,12,Standard,58.97,8.13,301,71,0,0,0,0,Email,0
CUST_000247,36,49463,1,Standard,78.35,36.25,488,71,1,0,0,1,SMS,0
CUST_000248,34,40948,41,Standard,82.43,7.49,150,86,1,0,0,0,SMS,0
CUST_000249,63,200000,30,Standard,77.06,11.18,257,84,0,0,1,0,App notification,0
CUST_000250,46,66464,1,Basic,46.31,10.16,67,85,0,0,0,1,Email,0
CUST_000251,26,40773,100,Premium,100.26,10.1,413,69,1,0,1,1,Email,0
CUST_000252,53,30477,1,Basic,56.42,12.17,394,52,1,0,0,0,Email,0
CUST_000253,67,25000,26,Basic,50.8,13.54,242,77,1,0,0,1,SMS,0
CUST_000254,54,30904,44,Basic,65.25,30.28,110,76,1,0,0,0,SMS,0
CUST_000255,23,51623,46,Premium,98.46,6.93,365,80,0,0,1,0,App notification,0
CUST_000256,36,93180,1,Standard,78.63,8.3,211,83,1,0,1,0,Direct mail,0
CUST_000257,57,81207,71,Standard,75.49,5.27,50,80,0,0,0,0,SMS,1
CUST_000258,33,54344,75,Premium,106.58,13.92,390,83,1,0,0,0,App notification,0
CUST_000259,47,42386,24,Premium,123.64,5.67,492,78,0,1,0,0,SMS,0
CUST_000260,51,55324,19,Standard,74.02,16.01,547,89,1,1,0,0,Direct mail,0
CUST_000261,30,38816,1,Basic,35.63,6.79,114,74,0,0,0,0,Email,0
CUST_000262,41,106219,24,Basic,43.82,28.98,77,82,1,0,0,0,Email,0
CUST_000263,18,45020,15,Standard,60.51,4.51,191,86,0,0,1,0,Email,0
CUST_000264,29,47152,44,Standard,65.31,17.01,334,92,1,0,0,0,Email,0
CUST_000265,38,25000,15,Standard,77.04,14.91,139,73,0,0,0,0,Email,0
CUST_000266,27,44893,34,Standard,79.89,12.48,94,76,0,1,0,0,Email,0
CUST_000267,61,71426,3,Standard,72.21,6.24,378,90,1,0,0,0,Email,0
CUST_000268,24,30318,4,Basic,37.5,11.93,199,88,1,0,0,0,SMS,0
CUST_000269,36,34967,4,Basic,48.82,9.47,356,63,1,0,0,0,App notification,0
CUST_000270,43,70032,1,Standard,77.23,4.85,247,78,0,0,0,0,Email,0
CUST_000271,59,25222,23,Basic,25.28,23.0,221,69,0,0,0,0,App notification,0
CUST_000272,24,78905,47,Standard,71.16,8.96,235,80,1,1,1,0,Email,0
CUST_000273,55,38581,28,Standard,68.1,22.38,197,75,1,0,1,1,SMS,0
CUST_000274,42,41156,25,Premium,119.54,8.69,186,77,0,0,0,0,SMS,0
CUST_000275,30,29562,34,Premium,113.86,15.88,126,90,0,0,0,0,Email,0
CUST_000276,47,58111,12,Standard,74.84,6.37,327,79,1,1,0,0,Direct mail,0
CUST_000277,44,148292,13,Standard,65.18,14.52,517,75,1,0,0,0,Email,0
CUST_000278,34,69680,11,Basic,45.02,10.96,181,75,0,1,1,0,SMS,0
CUST_000279,42,33225,37,Standard,79.44,7.22,750,78,1,0,0,0,SMS,0
CUST_000280,37,81717,5,Standard,69.35,7.29,307,97,0,0,0,0,App notification,0
CUST_000281,43,42509,1,Standard,71.75,2.56,286,65,0,0,0,1,SMS,0
CUST_000282,49,90991,27,Standard,54.64,7.73,362,76,0,0,0,0,App notification,0
CUST_000283,61,70474,85,Basic,44.31,14.88,439,70,0,0,1,0,App notification,0
CUST_000284,27,25000,28,Premium,89.88,3.78,186,86,0,1,0,0,Email,0
CUST_000285,67,31199,45,Basic,39.84,4.46,341,76,0,0,1,0,App notification,0
CUST_000286,18,74979,33,Premium,110.64,5.71,459,71,1,0,0,1,SMS,0
CUST_000287,40,52483,20,Standard,77.67,10.65,195,76,0,0,1,0,Direct mail,0
CUST_000288,49,30924,38,Standard,60.01,5.19,245,75,0,0,0,0,Direct mail,0
CUST_000289,45,36860,52,Basic,48.74,18.84,154,92,0,0,1,1,App notification,0
CUST_000290,34,25000,7,Basic,59.68,13.36,182,83,1,0,0,0,SMS,0
CUST_000291,39,47109,12,Premium,103.59,10.38,198,101,1,0,0,0,Email,0
CUST_000292,36,132562,7,Premium,94.53,14.44,142,74,0,1,1,0,Email,1
CUST_000293,34,70419,18,Standard,72.9,7.15,236,64,0,0,0,0,SMS,0
CUST_000294,52,131358,64,Standard,58.08,9.59,298,68,0,0,0,0,SMS,1
CUST_000295,46,72917,12,Standard,61.81,15.07,316,82,1,1,0,1,SMS,0
CUST_000296,33,77836,14,Standard,79.23,17.12,151,84,0,0,0,1,App notification,0
CUST_000297,52,119173,59,Standard,88.77,16.85,170,72,0,0,0,0,App notification,1
CUST_000298,45,58091,21,Basic,34.99,7.64,408,81,0,0,0,1,SMS,0
CUST_000299,51,45059,23,Premium,102.63,7.42,170,67,0,0,0,0,SMS,0
CUST_000300,49,78018,59,Standard,65.6,6.97,401,75,1,1,0,0,App notification,0
CUST_000301,32,94299,20,Basic,39.52,16.42,158,76,0,0,0,1,Direct mail,0
CUST_000302,35,39498,34,Premium,129.33,3.45,307,78,1,1,1,0,Email,0
CUST_000303,50,35429,2,Standard,64.69,3.0,384,90,0,0,0,0,App notification,0
CUST_000304,49,52181,5,Basic,41.12,3.9,50,64,0,0,0,0,Direct mail,0
CUST_000305,41,71265,15,Basic,61.16,4.5,412,83,0,0,0,0,Email,0
CUST_000306,43,70202,20,Standard,75.77,21.91,535,83,0,0,0,0,SMS,0
CUST_000307,57,25825,101,Premium,119.86,13.85,203,84,1,0,1,0,Email,0
CUST_000308,34,115869,105,Premium,100.94,7.83,301,88,0,0,0,0,App notification,0
CUST_000309,48,36734,57,Standard,64.7,8.33,148,76,0,0,1,1,App notification,0
CUST_000310,39,43508,11,Basic,34.6,22.36,304,82,0,0,1,0,Direct mail,0
CUST_000311,39,32656,99,Basic,53.01,11.79,1071,64,0,1,1,0,App notification,0
CUST_000312,55,165090,35,Basic,57.25,39.07,65,78,0,1,1,1,Email,1
CUST_000313,51,54662,14,Premium,104.0,9.01,181,82,0,0,0,0,Email,0
CUST_000314,51,33425,36,Premium,106.36,6.01,395,77,1,1,1,0,Email,0
CUST_000315,57,72313,1,Basic,41.8,6.36,522,83,1,0,1,1,Email,0
